distance,size,num_of_rooms,floor,price
7014,103,4,6,309000
6073,52,2,2,195000
7014,76,3,1,164300
2976,68,4,2,320000
347,37,2,0,200000
347,81,3,6,180000
2402,67,3,5,250000
1658,72,3,12,430000
1540,62,3,3,198400
672,79,4,6,269000
3091,65,2,1,290000
3091,50,2,5,207500
4688,75,3,6,279999
1658,72,3,4,259888
1658,70,3,11,315000
1658,80,3,15,368000
6660,46,1,2,120000
3230,108,3,2,195000
3763,70,2,1,185000
4181,104,4,4,298384
4181,89,4,5,255827
1661,72,3,8,290000
347,66,3,1,290000
3230,101,3,7,333000
4181,60,3,4,192000
8751,115,5,3,206800
2462,72,2,1,360000
2783,64,3,9,198000
6660,75,2,4,184000
1661,62,2,2,250000
1661,58,3,4,168200
4593,70,2,0,175000
4544,129,4,6,530000
3230,88,3,2,308000
3230,117,4,1,399000
2503,60,3,4,180000
3230,174,5,5,609000
3200,67,3,1,187000
7014,66,3,11,190000
3473,84,3,13,228999
603,84,3,1,250000
347,152,4,5,570000
1658,53,2,14,250000
2971,222,6,1,700000
2174,72,3,3,239900
2174,59,3,1,179000
1540,190,6,6,620000
3062,73,3,5,240000
5302,66,3,4,165000
7014,80,3,4,169000
3511,84,2,9,186900
3230,74,4,4,182000
3230,85,4,4,210000
347,38,2,2,189000
1540,145,5,5,595000
3511,86,3,6,235000
3974,72,3,6,169900
347,51,2,4,165000
4168,84,4,7,239900
1540,56,2,2,210000
2976,207,5,5,1180000
3230,104,3,3,319000
3763,64,2,2,175000
1658,54,2,12,297000
3763,98,3,6,265000
1658,80,3,3,500000
1658,51,2,16,300000
2402,118,4,4,445000
2503,90,4,4,255000
4181,80,3,1,191600
2462,72,2,2,285000
1661,369,7,4,790000
3230,117,4,3,450000
2402,114,5,2,275000
3381,58,3,1,207000
2503,77,3,1,189000
2645,75,3,1,300000
2402,125,2,1,260000
3200,76,3,2,190000
5302,93,3,2,227000
7524,75,4,5,179000
3230,93,4,1,278820
3230,83,3,2,247680
3796,96,4,4,249888
3230,96,4,8,400000
6554,64,3,1,194000
672,98,3,1,330000
3230,102,4,6,325000
4593,78,3,1,178900
2402,60,2,3,269000
4544,129,4,6,440000
3062,65,3,4,220000
3062,83,4,4,307100
672,88,3,8,253000
1658,55,2,14,290000
4553,95,4,10,185000
1658,112,4,12,565000
2973,52,2,11,199000
1658,86,3,5,291888
1658,77,3,4,276888
1658,116,4,7,431888
1658,111,4,16,463888
4181,82,3,4,229800
2645,110,3,4,360000
2462,69,3,0,230000
2174,80,4,3,220000
1540,201,3,8,510000
4168,90,4,1,180000
672,65,3,-1,150000
1658,70,3,7,399000
2172,53,2,7,172000
3281,64,3,6,184888
4688,101,3,1,315731
3230,67,4,5,185000
4593,69,3,4,231000
3431,99,4,1,310000
1658,91,2,10,398000
5678,76,2,4,218000
5302,96,3,14,217000
3230,74,3,2,262000
1658,54,2,2,247000
4181,56,2,0,168000
1658,52,2,16,260000
3230,90,4,4,328500
672,78,4,3,230000
1658,51,2,12,250000
2402,144,4,4,388800
3200,78,3,5,189000
2174,95,3,5,332500
2174,78,2,7,273000
2174,107,3,5,373800
2174,86,3,6,301000
2174,105,3,4,366030
2174,66,2,1,229950
3091,105,5,3,390000
1658,92,2,6,394000
1658,79,2,1,335000
2172,68,3,4,229888
1658,30,1,2,247888
3200,77,4,2,219888
3230,88,4,7,192888
2402,186,4,4,696000
672,58,4,0,280000
3230,92,3,1,325000
4688,96,4,3,340000
6660,89,3,11,199500
1658,87,3,10,394000
2645,62,3,3,218240
3763,74,4,2,185000
2973,70,3,2,205500
2971,85,3,5,335000
2402,76,2,3,305900
4181,154,3,0,230000
4544,51,2,2,255000
2402,195,5,7,883000
347,87,4,1,230000
2402,177,5,3,796500
2402,200,5,-1,2300000
2801,410,7,7,2100000
4181,65,3,2,169000
3108,95,4,2,330000
1658,109,4,14,749900
347,48,2,4,260000
4593,78,3,1,189000
3763,99,3,2,255000
3230,101,3,5,303000
2451,65,3,2,190000
2402,192,5,7,866000
2402,202,5,3,908000
2462,159,4,5,560000
2402,186,5,4,725400
3062,69,3,0,205500
3062,68,3,1,203280
3062,72,3,3,216360
3062,73,3,3,219690
1540,150,4,1,550000
3230,55,2,1,181500
1658,81,3,19,396900
3763,137,4,2,370000
7199,81,3,5,178000
5980,75,3,4,230000
3281,59,2,4,172000
5678,64,3,8,275000
3091,90,3,5,500000
3230,161,3,5,370000
1540,106,4,4,350000
1658,73,3,5,292000
2462,83,4,5,270000
2801,339,9,6,980000
4181,162,4,3,291600
1658,29,2,5,169000
2402,283,4,6,1850000
672,87,4,5,280000
1658,83,3,2,340000
2174,80,4,1,220000
4181,67,3,1,177444
347,156,5,5,990000
4181,108,4,4,259500
1658,53,2,14,265000
2462,90,2,1,360000
347,48,2,4,220000
3230,66,3,0,195000
2402,228,4,4,912000
6073,75,3,3,208000
2402,109,3,3,375000
3230,79,3,2,255349
347,110,4,2,400000
4181,78,3,1,179000
2402,143,4,6,858000
2402,230,5,7,1380000
1661,93,3,1,318000
1658,91,4,3,323000
1540,103,5,4,360500
4544,101,4,4,529800
5174,108,4,4,219000
4181,61,3,1,165000
3091,68,3,4,170000
7524,94,4,2,350000
2402,186,4,4,720000
3091,70,2,4,230000
3091,68,2,11,240000
347,116,3,1,380000
2503,189,3,7,599000
3230,123,4,3,490000
2174,92,4,5,245000
1658,221,4,2,1306888
1540,157,4,1,659000
1540,98,4,1,410000
4593,78,3,1,179000
7014,75,3,17,165000
347,83,3,5,315000
2402,185,4,0,780000
3230,146,4,2,360000
4181,62,2,3,166000
1540,221,5,3,620000
3381,300,3,1,1100000
3062,158,6,5,495000
4181,88,4,7,193000
1661,110,4,4,220000
2402,60,2,3,294900
1658,127,4,6,310000
3763,66,4,2,186000
347,86,4,2,259000
1540,120,3,2,270000
1658,88,3,5,405000
1540,89,3,2,280000
1658,76,3,1,268888
1658,85,3,7,295888
1658,88,3,1,296888
1658,77,3,2,271888
1540,101,4,5,270000
2402,80,4,3,290000
3230,102,4,6,315000
1540,128,4,3,385000
2462,112,4,4,600000
2503,89,4,2,259000
4181,200,5,6,420000
4598,140,4,2,558600
2402,74,3,2,279990
603,85,3,2,230000
1661,116,4,3,300000
2071,170,5,5,800000
3381,182,5,2,450000
1540,89,4,1,267000
4598,141,4,5,590500
4598,91,3,2,368500
2973,81,3,3,280000
4598,161,5,3,632500
1661,82,3,4,183600
1658,77,3,1,268888
4181,120,3,7,330000
1540,91,3,6,290000
2645,80,3,1,195000
3230,87,4,0,269000
1540,105,3,2,380000
2402,123,5,1,269900
3974,91,4,4,229000
3763,178,4,3,419000
1540,181,5,1,550000
2462,99,3,3,289000
1658,125,4,5,452888
1658,215,5,8,693888
1658,89,3,3,331888
5302,66,2,4,250000
4598,127,4,4,349000
2462,185,4,4,684500
2462,71,2,1,210000
1661,70,3,1,285000
347,190,5,2,850000
4598,220,6,3,880000
8751,104,4,2,190000
4598,76,3,3,169900
2402,82,3,1,295000
1540,89,3,1,405000
2402,74,3,0,236800
1658,109,4,15,475888
3763,90,3,4,200000
4544,184,3,12,990000
1540,160,4,4,560000
6554,102,3,2,220000
3062,142,4,5,355000
2402,82,2,5,205000
3091,184,3,12,990000
2402,147,4,4,441000
1540,156,4,4,280000
1540,146,4,4,395000
1540,450,5,7,970000
4598,120,4,2,400000
1658,56,2,2,260000
1658,71,2,1,420000
2174,66,3,1,215952
1661,94,4,1,355888
2174,107,4,6,350104
1658,89,3,1,321888
1540,160,5,3,400000
2462,89,4,4,222000
2976,340,7,5,800000
347,172,5,2,800000
1540,109,4,2,299000
2402,220,6,3,380000
2801,150,3,1,400000
1540,116,4,5,355000
5678,75,3,15,150000
1658,89,3,2,329888
1540,165,4,4,545000
1540,150,4,3,480000
2402,176,4,5,350000
2462,107,5,3,417000
2174,76,2,3,224900
2402,55,2,2,247500
672,81,3,2,370000
6660,89,3,8,199900
3091,60,2,2,320000
2402,82,3,1,295000
1658,78,3,4,280888
2402,203,4,4,1200000
2174,64,3,2,236000
1540,73,3,1,284000
5302,74,3,4,170000
7524,83,3,5,195000
1658,80,2,12,541888
2174,70,3,1,240000
6554,71,3,4,163000
2402,158,5,5,474000
6073,59,3,8,155000
1540,146,5,2,319000
3091,69,4,4,172500
6554,70,3,4,162888
2462,66,2,1,235000
8751,115,5,3,206800
2973,73,3,0,175000
4688,83,3,5,257300
2402,74,3,1,207000
6073,63,3,10,169900
4181,83,3,8,229000
2973,75,3,3,225000
5302,82,4,1,219000
4181,42,2,1,107200
2976,57,3,1,161281
3091,76,3,3,334000
2971,136,4,1,392000
1658,111,3,8,582888
2973,71,3,3,225000
7524,41,2,6,190000
4546,96,4,4,250000
4553,69,3,2,162000
4598,35,2,6,165000
5980,110,5,6,250000
2402,125,5,2,450000
5980,69,3,4,213000
3281,59,2,4,171900
1658,49,2,4,170000
603,71,3,5,189999
347,170,4,4,595000
3062,53,3,1,169000
3763,87,4,3,240000
1658,172,4,17,920000
4181,63,3,5,111500
6660,59,3,7,144888
1658,56,2,23,259000
4181,33,1,5,102000
347,35,2,3,115000
7014,65,2,10,140000
4181,57,3,3,135000
3763,64,2,0,134400
4168,76,4,1,159000
7014,63,3,12,162000
4688,54,2,2,230000
3974,92,4,2,315000
2645,170,3,-1,225000
1658,109,3,11,795000
6073,87,4,7,225000
4181,80,3,2,236000
4688,63,3,8,280000
2172,67,3,1,232000
2402,174,5,2,495000
2402,160,5,1,848000
2971,75,3,5,280000
6554,51,2,3,150000
3091,57,3,2,112150
347,34,1,3,133000
4181,140,5,0,188000
1658,90,3,1,410000
8751,59,3,2,100300
4181,74,3,2,290000
2071,110,5,0,209000
3473,76,3,1,209000
2462,60,3,4,160000
4688,126,4,9,365000
4272,72,3,3,206000
1658,55,2,17,270000
2451,74,3,1,221000
4462,75,3,3,173000
6073,43,1,3,125000
3062,83,3,4,307100
2503,119,4,7,290000
6660,89,3,2,199000
8751,74,3,3,162800
3974,72,3,8,223900
1658,87,3,11,450000
1540,98,4,1,380000
1658,73,3,9,438000
8751,64,3,2,115200
4168,71,3,3,157000
8751,65,3,5,120000
8751,95,3,5,132000
8751,111,3,5,154000
3091,115,5,3,206800
3796,61,2,8,164000
3763,85,4,4,212000
3763,74,5,4,180000
2402,80,2,4,310000
3763,126,5,1,360000
4688,78,3,18,450000
2645,33,2,1,104999
2503,80,3,3,238000
3091,68,3,1,189000
3091,65,2,6,199800
2462,72,2,1,360000
3091,54,2,3,162000
1658,55,2,16,270000
2462,90,4,4,270000
4181,76,4,5,214480
3381,94,4,7,217000
3091,144,4,2,515622
347,82,4,6,269000
6660,49,2,8,122000
4553,62,2,3,174500
1540,90,4,1,260000
2971,63,2,5,215000
1540,121,4,2,507990
8751,72,4,1,132500
8751,76,4,2,139500
3062,57,3,1,200000
4688,58,1,3,309000
4272,48,2,16,135000
3091,115,4,3,206000
6660,72,3,1,185000
2172,67,3,1,232000
347,63,3,1,229000
7199,86,4,2,199000
7199,78,3,1,167000
3796,60,3,8,175000
7524,41,1,5,125000
2451,117,4,5,351000
2462,95,4,1,280000
2402,109,4,3,383000
3062,130,4,3,500000
4593,61,3,3,158600
2402,33,1,6,129000
1658,55,2,10,330000
1540,66,2,1,235000
1658,53,2,2,255000
1658,79,2,18,536888
1658,55,2,14,290000
4593,70,2,1,190000
1658,53,2,14,250000
1658,79,2,10,526888
4181,70,2,1,187000
2976,76,4,5,214480
5302,78,2,0,189990
1540,100,4,5,370000
2402,109,4,3,380000
2783,67,3,4,220000
4181,52,1,2,151000
4181,60,3,1,114000
7524,132,6,7,230000
4688,54,2,2,235000
1658,90,3,4,375000
1658,90,3,1,404460
2783,75,3,3,195000
1658,92,3,6,412515
3200,99,3,4,320000
1658,87,3,16,350000
1658,79,3,1,355500
2174,94,3,7,432200
3062,71,3,2,215000
2174,91,3,2,368500
1658,90,3,0,390888
2462,120,3,5,648000
1658,109,2,11,795000
2174,94,3,5,445057
1658,95,3,0,338888
1658,103,3,0,363888
1658,91,3,4,375000
1658,76,3,1,274888
1658,84,3,0,294888
1658,83,3,3,324888
1658,71,3,1,264888
1658,141,3,8,602888
1658,110,3,18,593888
1658,85,3,1,310888
1658,94,3,2,351888
1658,83,3,18,379000
1658,155,3,11,946888
1658,89,3,2,329888
3230,50,2,1,165858
1615,100,4,3,320000
4120,72,2,8,149000
8751,69,2,2,131100
8751,57,3,1,108200
8751,64,2,4,115000
3091,65,3,12,199000
3062,106,4,1,402800
8751,69,3,2,131100
2462,81,4,3,299000
2174,65,3,4,195000
3230,65,3,1,215655
347,133,5,4,270000
3596,163,4,7,850000
1540,150,5,2,525000
1540,80,4,2,245000
347,32,2,7,119000
4181,69,3,6,117000
8751,65,3,0,122480
8751,57,3,0,108250
8751,73,3,2,138600
8751,69,3,1,131000
8751,73,3,3,138600
8751,69,3,3,131000
8751,69,3,2,131000
8751,69,3,4,131000
8751,73,3,4,138600
7199,68,3,3,175000
7014,63,3,12,162000
6660,90,3,4,209000
6554,75,3,1,168000
3062,61,3,4,200000
3200,67,3,6,175000
4168,65,3,4,180000
3230,82,3,1,324000
4544,96,3,1,399000
3062,61,3,3,180000
7014,73,3,13,170000
3796,57,3,9,149000
2402,66,2,1,235000
2973,52,2,11,199000
3062,53,2,0,175758
347,59,2,1,285000
4759,125,3,8,250000
4593,71,3,1,199000
3091,69,3,4,179000
2783,70,3,3,190000
7524,72,3,7,169000
2402,82,3,1,299000
672,73,3,3,279202
7524,83,3,5,197000
1658,231,3,5,890000
3062,82,3,5,299000
1658,141,3,4,838888
1658,156,3,4,811888
1658,90,3,4,375000
1658,75,3,1,280888
4759,107,3,0,230000
1658,118,3,4,690888
2462,72,3,1,360000
603,84,3,1,255000
1658,88,3,36,856888
603,78,3,4,250000
347,90,4,1,330000
1658,72,3,12,430000
1658,76,3,8,199000
2645,75,3,3,240335
2402,67,4,1,259000
3763,162,6,3,453000
2174,213,4,9,1100000
1658,129,4,5,950000
1658,145,4,1,667888
1658,152,4,15,611888
1658,124,4,5,537888
1658,174,4,15,837888
1658,117,4,8,433888
1658,125,4,0,518888
1658,115,4,7,425888
2174,140,4,2,558600
4593,60,3,0,167000
2174,82,3,2,205000
2645,77,3,0,250000
1540,123,5,1,269900
2402,123,5,1,269900
6660,70,3,8,160000
5302,64,2,8,190000
4544,71,3,9,295000
5302,60,2,5,199900
1540,52,2,4,185000
3381,75,2,2,250000
3719,59,3,9,205000
3511,57,3,2,190000
3974,68,3,1,194000
4462,77,3,1,169900
3381,100,3,1,250000
3091,75,3,1,225000
2783,51,2,2,163200
3108,51,2,3,165000
347,84,3,4,300000
2174,66,3,1,229950
6660,89,3,9,206000
3091,68,3,4,157000
8751,69,3,3,131100
3062,51,2,3,150000
672,189,5,0,729228
3381,84,3,2,250000
4553,69,3,1,169900
4168,72,3,6,169900
3062,66,3,1,230806
3230,117,3,4,328000
2174,92,3,4,300000
2402,80,3,5,270000
1658,78,3,1,330000
1658,54,2,16,270000
2172,53,2,7,172000
2451,52,2,4,235000
2174,201,5,6,495000
2976,80,4,3,179000
7199,85,4,4,187000
1540,102,4,3,290000
2462,107,5,3,417000
1540,168,5,1,550000
1658,173,4,16,970000
3062,74,3,3,237000
2783,85,4,5,229000
2402,75,2,3,195000
6073,75,3,3,188000
347,110,3,4,330000
4185,51,2,5,140000
2976,63,3,2,225000
2172,58,3,5,193000
2402,80,3,2,416000
4593,57,3,1,174000
4593,76,3,1,190000
3974,61,3,1,170000
2976,64,3,1,245000
2172,58,3,5,193000
3763,57,3,1,205000
1540,89,4,4,330000
2174,111,3,2,315000
2402,208,5,6,850000
1658,87,3,16,350000
2174,107,4,6,373800
2174,86,4,6,300755
2174,95,4,5,333725
4688,84,3,3,274750
4688,94,3,23,720000
7199,85,3,4,187000
4688,104,3,3,321750
4688,78,3,13,300000
3062,73,3,3,219690
3062,72,3,3,216360
4688,95,3,3,299310
7014,70,3,8,180000
347,135,3,5,545000
4688,97,3,3,305360
2971,64,2,3,260000
6073,63,3,10,169999
1540,65,3,3,256000
3230,44,1,18,107000
6660,88,3,8,199900
5678,81,3,7,170000
4546,61,3,9,199000
3511,90,3,0,210000
2402,80,3,3,290000
2402,86,3,2,300000
3062,82,3,1,295200
3431,84,3,1,215000
4181,78,3,1,165000
7199,83,3,2,192000
1540,74,3,1,219000
6073,93,4,5,240000
1658,111,4,16,463888
2402,120,4,3,380000
1658,207,4,24,1446888
2645,110,5,1,300000
3763,130,4,0,220000
3230,100,4,5,250000
4544,129,4,6,440000
1540,90,4,2,180000
3091,69,4,4,172500
5302,96,4,1,240000
2174,91,4,5,220000
1658,114,4,13,629000
1658,118,4,10,485000
2402,88,3,1,249000
2174,110,4,5,350000
4181,113,4,1,285000
4181,104,4,1,215000
2402,405,4,4,1550000
2976,87,3,4,213870
3062,69,3,0,205590
3062,72,3,3,216360
3062,72,3,3,216690
3062,68,3,1,203260
1658,75,3,4,375000
2973,72,3,11,232000
7199,68,3,2,185000
3062,70,3,4,168700
2783,70,6,10,230000
3062,65,3,4,220000
7014,76,3,1,164300
2174,59,3,1,179000
4593,57,3,1,174000
3091,75,3,3,230000
7014,65,3,9,163000
7199,76,3,1,167000
2973,75,3,3,225000
7014,76,3,2,164500
6554,67,3,1,194000
1540,51,3,2,170000
2462,75,3,3,270000
6660,55,2,3,139000
1658,119,5,2,359000
3062,197,5,8,689500
3230,183,5,6,539000
4181,61,3,3,130000
2973,69,3,4,208000
4553,73,3,2,162000
3381,100,4,1,278000
2172,140,4,2,500000
2783,69,3,7,172500
4181,126,4,1,325000
1540,120,12,1,290000
7524,85,3,4,187000
347,55,2,3,199000
2451,52,2,4,235000
1540,53,2,2,275000
5302,70,2,4,250000
2174,57,2,1,199000
2462,95,4,1,280000
1540,100,4,2,695000
2402,186,4,4,725400
2402,121,4,3,555864
1658,120,4,13,800000
347,109,4,4,598000
347,67,2,2,299000
2402,202,4,7,908055
347,150,4,3,520000
2462,115,4,1,950000
2402,405,4,4,1500000
2402,64,2,2,209000
2402,64,2,2,209000
6554,66,2,9,142000
1658,82,3,11,350000
6073,75,3,11,176000
1540,70,2,6,315000
672,79,4,1,249000
1658,84,4,2,350000
5302,100,4,2,289900
1658,104,4,5,285000
1658,222,5,8,888000
4544,207,5,11,1490000
4688,187,5,9,799900
1540,84,4,3,250000
8751,58,3,2,113100
3473,59,3,8,145000
2462,85,3,3,320000
3062,85,4,1,230000
2973,130,5,5,350000
3091,69,4,4,172500
6660,85,4,4,187000
603,82,4,3,255000
1658,72,3,12,430000
7199,75,4,1,168000
2783,90,4,10,224000
672,80,3,6,300000
4462,75,3,4,205000
5302,66,3,2,171600
4168,65,3,4,162500
2402,74,3,0,236800
2402,82,3,1,295000
4688,63,3,8,250000
2451,80,3,2,250000
2174,72,3,3,239900
7199,85,3,4,187000
2973,87,3,1,280000
7199,85,3,3,180000
2783,70,3,3,190000
1661,94,3,2,250000
2174,71,3,4,235000
2971,64,2,3,260000
3381,107,3,2,177000
7199,85,4,4,187000
1540,100,4,2,695000
3763,172,5,1,580000
4688,188,4,10,606500
3230,100,4,5,375000
5302,82,2,2,215000
2172,140,4,2,525000
3230,60,2,4,195000
1540,128,4,3,385000
1540,43,2,0,156000
2645,75,4,2,240000
347,88,4,1,245000
3230,102,4,6,306000
1658,90,4,1,396000
2973,73,3,11,230000
2783,67,3,4,210000
2973,72,3,11,232000
4462,73,3,1,195000
4462,77,3,1,170000
4544,58,3,7,268000
6660,45,1,6,117000
4546,48,2,12,136700
3763,70,2,1,187000
4181,97,3,1,189000
3763,72,3,4,164900
3796,70,3,1,202900
1540,61,3,4,199000
347,70,3,5,252000
4168,86,4,6,195000
2645,115,4,1,299000
3974,103,4,8,219000
2462,131,4,5,589500
2174,132,4,2,420000
2451,140,4,2,500000
2172,140,4,2,500000
3796,68,3,2,186000
3381,236,6,1,780000
1658,55,2,14,260000
1658,53,2,14,255000
1658,55,2,16,270000
1540,65,2,1,235000
1658,56,2,16,294000
1658,56,2,16,269000
4688,70,2,1,295000
4553,95,4,10,185000
3091,64,2,4,115000
8751,69,3,2,131100
4120,58,2,6,165000
1658,71,2,3,470000
2503,90,4,3,265000
603,104,4,2,399000
2174,71,3,3,240000
672,70,3,5,230000
3062,87,4,3,495000
1540,150,4,2,525000
3230,100,4,0,295000
8751,90,5,1,170000
5302,96,4,3,249900
1540,189,5,6,699000
3763,76,3,2,190000
2402,80,4,1,197000
8751,62,3,2,106000
8751,63,3,1,109500
6073,51,2,3,133000
5302,66,2,4,155000
7524,52,2,2,139000
6073,53,2,17,115000
347,40,2,0,145000
4546,48,2,16,150000
7014,59,2,3,143000
6660,66,2,4,139000
6554,117,4,3,230000
3230,180,5,5,850000
2973,52,2,11,159000
4462,46,3,5,119900
4272,48,2,16,139900
7014,61,2,8,142000
2402,47,2,-1,150000
3230,54,2,18,143000
3796,57,2,8,149000
3062,45,2,3,145000
3062,37,2,1,128240
3062,37,2,4,128240
3062,40,2,3,140840
2462,170,4,4,646000
6554,60,2,1,142000
3763,157,4,5,370000
2174,112,4,1,280000
1540,140,4,5,375000
3230,107,4,0,295000
1658,53,2,14,290000
2451,90,3,2,297000
1658,170,5,2,460000
3062,32,1,1,115000
6660,48,1,2,120000
1540,50,1,-1,115000
3511,86,3,6,249500
4593,73,3,1,184900
4593,65,3,4,164500
672,70,3,5,252000
6660,88,3,4,205000
2451,75,3,6,220000
2402,75,3,4,250000
347,80,3,8,199000
4181,59,3,1,178320
1540,45,2,1,159900
2976,56,2,4,159600
1658,46,2,1,150000
3230,47,1,5,150000
7014,50,2,5,120000
6073,47,2,5,120000
6660,50,1,6,117000
3230,46,2,2,184000
3230,55,3,2,216000
2462,61,2,2,170000
2462,61,2,2,170000
1658,342,5,20,2800000
2174,88,3,5,260000
4598,82,4,2,185000
7524,75,3,4,179000
2172,58,3,5,193000
7014,76,3,1,164300
3230,100,4,0,295000
4252,84,2,9,186900
4688,56,2,22,415000
2462,72,2,2,289000
2402,66,2,1,235000
2402,227,3,1,850000
1540,96,4,5,330000
4071,101,3,11,315000
2402,64,3,3,199900
3763,70,2,1,185000
4688,78,3,13,299900
4593,78,3,1,179000
2976,87,3,5,235520
2973,83,3,5,260000
7014,60,2,3,125000
6073,50,2,17,110000
6073,76,3,10,160000
2976,56,3,4,159030
6073,73,3,5,146000
3473,59,2,3,149500
4181,38,2,3,95500
8751,56,2,4,99900
8751,39,2,1,74000
8751,56,3,1,98500
8751,52,3,1,98400
2174,27,2,4,89100
2976,34,2,0,59000
8751,32,2,2,65000
2402,140,4,1,2200
3381,34,1,1,85000
672,23,1,1,89700
5174,38,1,4,77700
6554,44,1,12,93509
2402,39,1,-1,89000
4462,25,1,0,69900
8751,45,3,1,81000
8751,57,3,1,88000
3091,29,2,0,56500
8751,38,2,1,74000
8751,56,2,4,99000
8751,41,2,1,89000
5174,38,2,4,79800
4593,52,2,-1,68000
2402,44,2,-1,80000
8751,44,2,1,85600
8751,50,3,1,97500
1358,33,2,0,99000
8751,34,2,2,69000
8751,40,2,1,72000
8751,46,2,0,78200
8751,46,2,2,78200
8751,39,2,1,66300
8751,45,2,1,81000
8751,43,2,3,89900
8751,43,2,0,95000
3796,29,2,9,90900
3860,37,1,0,95000
8751,49,2,2,98000
8751,44,2,3,72000
8751,41,2,2,82000
3381,37,2,1,65000
8751,36,2,3,72300
8751,43,2,3,87400
6554,45,1,12,93000
3763,31,1,-1,44000
3796,31,1,4,95000
8751,37,2,1,72500
8751,39,2,0,70200
2976,32,2,0,90000
6554,45,1,12,94000
4462,25,1,0,70000
3062,31,1,0,93540
6073,34,1,1,97000
3796,38,1,1,93000
8751,50,2,2,94000
8751,50,2,1,96800
3763,52,2,-1,59000
4462,31,1,2,90000
8751,40,2,1,78950
8751,50,3,0,78100
8751,51,3,0,79600
4593,36,1,-1,72940
8751,42,2,1,80900
8751,38,2,1,74000
8751,44,2,4,85800
8751,49,2,1,92700
3091,29,1,0,56600
8751,55,3,1,98400
2402,31,1,0,60000
2402,39,2,-1,89000
3719,34,1,4,100000
8751,39,2,2,76050
8751,49,2,1,95160
8751,55,3,1,98900
4181,39,2,-1,86000
8751,38,2,2,74000
4181,32,1,0,66340
4181,49,2,-1,65000
3091,38,2,1,75100
8751,38,2,1,75100
8751,29,2,0,56500
8751,47,2,2,91600
8751,56,2,4,99000
3091,38,2,1,74100
8751,49,2,1,95000
3091,38,2,1,75000
8751,29,2,0,56500
3230,32,2,2,99200
5508,70,4,0,99000
4181,47,2,-1,57000
2976,30,1,5,85000
8751,44,2,1,85600
3091,55,3,1,98900
8751,56,2,4,99900
8751,38,2,1,74000
8751,44,2,4,85800
8751,38,2,0,74000
3796,22,1,9,73900
8751,38,2,1,74000
8751,38,2,0,74000
8751,49,2,1,95000
8751,44,2,0,85600
3281,22,1,9,73900
8751,49,2,0,95000
3091,56,2,4,99900
8751,47,2,0,91650
8751,42,2,1,80900
8751,47,2,1,91650
8751,47,2,2,91650
8751,42,2,3,80900
8751,47,2,3,91650
8751,42,2,4,80900
8751,47,2,4,91650
8751,44,2,1,85600
8751,38,2,1,74000
8751,29,2,0,56500
8751,44,2,4,85800
8751,43,2,2,93990
3230,74,3,1,82000
3091,38,2,2,74000
4462,38,2,6,99000
6073,30,2,1,99000
8751,45,2,2,87360
3091,44,2,1,85600
8751,50,2,2,95000
8751,50,2,1,96000
8751,55,2,1,98400
8751,67,1,-1,67000
8751,47,2,2,91650
8751,38,2,1,74000
8751,38,2,1,75000
3091,38,2,1,74000
8751,44,2,4,85800
7199,48,2,0,92000
8751,42,2,3,80900
8751,55,3,3,88000
8751,29,2,0,56500
4181,39,2,3,85000
8751,42,2,0,63000
4181,45,1,5,81000
8751,44,2,2,85600
8751,52,3,0,91520
8751,52,3,0,91520
8751,55,3,2,96800
8751,55,3,2,96800
8751,56,3,1,98560
8751,44,2,4,85600
4181,55,3,1,91000
3091,35,1,1,90000
4181,36,2,0,72000
7014,40,1,15,98000
8751,38,2,4,74100
3091,44,2,4,85600
4181,42,2,6,84900
4181,35,2,0,63000
8751,42,2,1,79800
8751,42,2,4,79800
3091,49,2,1,95000
4181,32,4,-1,70000
4181,39,2,3,85000
3511,44,2,0,86000
3091,45,2,1,87350
8751,67,1,-1,67000
8751,38,2,2,74000
8751,38,2,1,74000
2172,24,1,11,99999
8751,56,2,4,99900
8751,42,2,2,99600
8751,55,3,4,86900
8751,55,3,3,98400
3091,55,3,1,98400
8751,53,3,0,94540
8751,38,2,0,68400
8751,40,2,1,72000
8751,46,2,1,82800
8751,43,2,0,77400
8751,43,2,2,77400
8751,55,3,3,87500
8751,44,2,1,85600
8751,38,2,1,74000
5980,79,4,2,91014
8751,53,3,-1,78750
8751,46,3,-1,69000
6073,34,1,1,97000
8751,55,3,1,98400
8751,49,2,3,95000
4181,32,2,1,80600
4181,39,2,1,96000
8751,38,2,1,74000
672,133,5,4,3400
672,80,3,3,3500
672,74,3,1,3400
8751,38,2,2,74000
4181,42,1,3,69900
5174,38,1,4,76000
8751,47,2,2,89900
1661,30,2,1,82000
4593,52,2,-1,59000
2402,70,2,-1,98000
4181,37,2,2,85800
5174,34,1,4,74900
8751,53,3,3,84900
4272,41,1,4,95500
3796,38,1,1,89000
1358,50,3,0,93000
3763,52,3,2,89000
347,29,1,0,83000
4593,52,2,-1,59000
672,70,3,-1,99000
1358,50,2,0,96000
2174,36,2,0,90000
8751,46,2,2,78200
8751,38,2,0,64600
8751,37,2,0,66600
2402,37,2,0,75000
6073,41,2,1,85000
672,34,1,1,95000
3763,48,2,-1,85000
7014,48,2,0,97000
2462,30,1,0,55000
8751,48,2,2,95040
1540,33,1,-1,75000
2402,27,2,1,79000
5980,50,2,8,98000
3763,31,2,-1,41500
2174,36,2,0,90000
